url,month,churn_sum,weighted_dmm_sum,dmm_monthly_w,cum_churn,cum_weighted_dmm,dmm_cumulative_w
https://github.com/aws/aws-sdk-cpp,2024-06-01,6516917,264652.03225974325,0.040610005046825555,43398545,20006925.172082283,0.46100451460025405
https://github.com/aws/aws-sdk-cpp,2024-07-01,187439,129156.8355407698,0.6890606306092638,43585984,20136082.00762305,0.4619852567197531
https://github.com/aws/aws-sdk-cpp,2024-08-01,198018,110655.90513818689,0.5588174061862401,43784002,20246737.912761237,0.4624231908440265
https://github.com/aws/aws-sdk-cpp,2024-09-01,151268,106097.09245138036,0.7013849092430677,43935270,20352835.00521262,0.46324592986938784
https://github.com/aws/aws-sdk-cpp,2024-10-01,3493385,263304.4289625176,0.07537229047543216,47428655,20616139.434175137,0.43467687275076927
https://github.com/aws/aws-sdk-cpp,2024-11-01,615917,350148.6912161305,0.5684997998368782,48044572,20966288.125391267,0.4363924425300587
https://github.com/aws/aws-sdk-cpp,2024-12-01,548453,326214.7019320024,0.5947906236851697,48593025,21292502.82732327,0.4381802291033182
https://github.com/aws/aws-sdk-cpp,2025-01-01,587550,245329.04716512148,0.417545821062244,49180575,21537831.87448839,0.4379337141643503
https://github.com/aws/aws-sdk-cpp,2025-02-01,222798,101340.08600254213,0.4548518658270816,49403373,21639171.960490935,0.4380100111887286
https://github.com/aws/aws-sdk-cpp,2025-03-01,133,128.87596899224806,0.9689922480620154,49403506,21639300.836459927,0.4380114406548379
https://github.com/aws/aws-sdk-php,2022-09-01,11432,19.333333333333332,0.0016911593188710054,11432,19.333333333333332,0.0016911593188710054
https://github.com/aws/aws-sdk-php,2022-10-01,867720,52.083333333333336,6.0023202569185145e-05,879152,71.41666666666667,8.123358266450702e-05
https://github.com/aws/aws-sdk-php,2022-11-01,612233,7510.362785154049,0.012267164274310677,1491385,7581.779451820716,0.005083717116519689
https://github.com/aws/aws-sdk-php,2022-12-01,54260,281.76564156945915,0.005192879498147054,1545645,7863.545093390175,0.005087549271268742
https://github.com/aws/aws-sdk-php,2023-01-01,79580,646.0824095765956,0.00811865304821055,1625225,8509.62750296677,0.005235968867674796
https://github.com/aws/aws-sdk-php,2023-02-01,100595,677.7473032545063,0.006737385588294709,1725820,9187.374806221276,0.005323483796816166
https://github.com/aws/aws-sdk-php,2023-03-01,115442,331.0344827586207,0.0028675393943159394,1841262,9518.409288979898,0.005169502921898077
https://github.com/aws/aws-sdk-php,2023-04-01,76107,787.978342749529,0.010353559367069113,1917369,10306.387631729427,0.00537527603279777
https://github.com/aws/aws-sdk-php,2023-05-01,84504,176.11267605633805,0.0020840750267009617,2001873,10482.500307785764,0.005236346315568352
https://github.com/aws/aws-sdk-php,2023-06-01,72710,971.261744966443,0.013358021523400399,2074583,11453.762052752207,0.005520994847037794
https://github.com/aws/aws-sdk-php,2023-07-01,43845,2234.3895157498823,0.050961101967154344,2118428,13688.15156850209,0.006461466506533189
https://github.com/aws/aws-sdk-php,2023-08-01,100082,465.9510714728106,0.004655693046430033,2218510,14154.1026399749,0.006380003984645055
https://github.com/aws/aws-sdk-php,2023-09-01,223071,303.48267326732673,0.0013604756927943424,2441581,14457.585313242227,0.005921403104481165
https://github.com/aws/aws-sdk-php,2023-10-01,41513,70.1948051948052,0.001690911405940433,2483094,14527.780118437033,0.005850676663242323
https://github.com/aws/aws-sdk-php,2023-11-01,139851,5282.860546411356,0.037774921497961085,2622945,19810.64066484839,0.007552823511300614
https://github.com/aws/aws-sdk-php,2023-12-01,25042,1562.9613756613758,0.062413600178155726,2647987,21373.602040509762,0.008071641605683775
https://github.com/aws/aws-sdk-php,2024-01-01,14400,432.9147286821705,0.03006352282515073,2662387,21806.516769191934,0.008190588659421764
https://github.com/aws/aws-sdk-php,2024-02-01,18153,157.33333333333331,0.008667070640298206,2680540,21963.850102525266,0.008193815463498125
https://github.com/aws/aws-sdk-php,2024-03-01,21554,187.25661375661377,0.008687789447741198,2702094,22151.10671628188,0.008197755783581874
https://github.com/aws/aws-sdk-php,2024-04-01,60128,343.01754385964915,0.005704788848118167,2762222,22494.12426014153,0.00814348892309942
https://github.com/aws/aws-sdk-php,2024-05-01,35388,2218.6132371314816,0.06269394249834638,2797610,24712.73749727301,0.008833517715933605
https://github.com/aws/aws-sdk-php,2024-06-01,42886,1559.74,0.03636944457398685,2840496,26272.477497273012,0.00924925699500123
https://github.com/aws/aws-sdk-php,2024-07-01,31973,1230.5832146348275,0.038488199875983724,2872469,27503.06071190784,0.009574711062820119
https://github.com/aws/aws-sdk-php,2024-08-01,28454,2428.9783959053166,0.08536509439464808,2900923,29932.039107813158,0.010318108790827318
https://github.com/aws/aws-sdk-php,2024-09-01,65006,105.28571428571428,0.0016196307154064898,2965929,30037.32482209887,0.01012745916105843
https://github.com/aws/aws-sdk-php,2024-10-01,51943,28.0,0.000539052422848122,3017872,30065.32482209887,0.009962425451476693
https://github.com/aws/aws-sdk-php,2024-11-01,88275,203.8124760811328,0.002308835752830731,3106147,30269.13729818,0.009744914615496305
https://github.com/aws/aws-sdk-php,2024-12-01,85629,6415.632581704011,0.0749235957643323,3191776,36684.769879884014,0.011493528956882944
https://github.com/aws/aws-sdk-php,2025-01-01,24270,1732.4204315388088,0.07138114674655166,3216046,38417.19031142282,0.011945472891688371
https://github.com/aws/aws-sdk-php,2025-02-01,46098,1292.306730033762,0.028033900169937134,3262144,39709.49704145658,0.012172821629412002
https://github.com/cctbx/cctbx_project,2022-09-01,50,31.309523809523814,0.6261904761904763,50,31.309523809523814,0.6261904761904763
https://github.com/cctbx/cctbx_project,2022-10-01,4537,1408.504288035419,0.3104483773496626,4587,1439.8138118449428,0.3138900832450279
https://github.com/cctbx/cctbx_project,2022-11-01,12350,3865.217935042544,0.3129731121491938,16937,5305.031746887487,0.3132214528480538
https://github.com/cctbx/cctbx_project,2022-12-01,27124,881.5108575936555,0.03249929426314908,44061,6186.542604481142,0.1404085836563206
https://github.com/cctbx/cctbx_project,2023-01-01,7369,3311.6240040315815,0.4493993763104331,51430,9498.166608512724,0.1846814429032223
https://github.com/cctbx/cctbx_project,2023-02-01,6654,2327.563562179206,0.3497991527170433,58084,11825.73017069193,0.20359703482356467
https://github.com/cctbx/cctbx_project,2023-03-01,30474,14554.701354094219,0.4776104664334915,88558,26380.43152478615,0.2978887455090014
https://github.com/cctbx/cctbx_project,2023-04-01,7114,3572.932005214405,0.5022395284248531,95672,29953.363530000555,0.3130839067856902
https://github.com/cctbx/cctbx_project,2023-05-01,1360,558.0571296296296,0.4103361247276688,97032,30511.420659630185,0.314446993359203
https://github.com/cctbx/cctbx_project,2023-06-01,2229,748.1440008891599,0.33564109506018835,99261,31259.564660519343,0.3149229270359894
https://github.com/cctbx/cctbx_project,2023-07-01,13741,6820.038493354261,0.49632766853607896,113002,38079.603153873606,0.3369816742524345
https://github.com/cctbx/cctbx_project,2023-08-01,8125,2794.650462941584,0.3439569800543488,121127,40874.253616815186,0.3374495662966571
https://github.com/cctbx/cctbx_project,2023-09-01,8041,5525.524222736503,0.6871687878045645,129168,46399.777839551694,0.35922037841842946
https://github.com/cctbx/cctbx_project,2023-10-01,13173,7315.112597776326,0.5553110603337377,142341,53714.89043732802,0.37736766242563996
https://github.com/cctbx/cctbx_project,2023-11-01,4061,1281.3821000597372,0.315533637049923,146402,54996.272537387755,0.3756524674347875
https://github.com/cctbx/cctbx_project,2023-12-01,1793,705.6151888333591,0.39353886716863307,148195,55701.88772622112,0.37586887362071
https://github.com/cctbx/cctbx_project,2024-01-01,20750,5182.147192442387,0.24974203337071743,168945,60884.0349186635,0.36037784437931575
https://github.com/cctbx/cctbx_project,2024-02-01,35733,18724.61104012814,0.5240145255122195,204678,79608.64595879163,0.3889457878169204
https://github.com/cctbx/cctbx_project,2024-03-01,46203,23528.689518239495,0.5092459259840161,250881,103137.33547703113,0.41110062331157454
https://github.com/cctbx/cctbx_project,2024-04-01,13188,6798.189418306978,0.5154829707542447,264069,109935.52489533811,0.4163136335402418
https://github.com/cctbx/cctbx_project,2024-05-01,8763,3162.8921586349793,0.3609371400930023,272832,113098.4170539731,0.4145350144190311
https://github.com/cctbx/cctbx_project,2024-06-01,2197,1091.5628657577688,0.49684245141455113,275029,114189.97991973086,0.415192506680135
https://github.com/cctbx/cctbx_project,2024-07-01,2245,868.3247272316581,0.3867816156933889,277274,115058.30464696251,0.41496247266949843
https://github.com/cctbx/cctbx_project,2024-08-01,6951,3069.5683260180235,0.4416009676331497,284225,118127.87297298055,0.415613943083756
https://github.com/cctbx/cctbx_project,2024-09-01,2213,1313.3964166860835,0.5934913767221345,286438,119441.26938966663,0.4169882117235375
https://github.com/cctbx/cctbx_project,2024-10-01,17634,6432.810635797626,0.36479588498341986,304072,125874.08002546425,0.4139614302713313
https://github.com/cctbx/cctbx_project,2024-11-01,3666,1783.779130738539,0.48657368541695006,307738,127657.85915620279,0.4148264405312402
https://github.com/cctbx/cctbx_project,2024-12-01,1959,1121.0382934020352,0.5722502773874605,309697,128778.89744960483,0.4158222309212063
https://github.com/cctbx/cctbx_project,2025-01-01,2276,828.89425881006,0.3641890416564411,311973,129607.79170841488,0.4154455408269782
https://github.com/cctbx/cctbx_project,2025-02-01,4044,1635.2373955227918,0.40436137376923637,316017,131243.02910393768,0.41530369918054305
https://github.com/cctbx/cctbx_project,2025-03-01,10,0.0,0.0,316027,131243.02910393768,0.4152905577812582
https://github.com/cylc/cylc,2022-09-01,10998,1106.3488870644044,0.10059546163524317,10998,1106.3488870644044,0.10059546163524317
https://github.com/cylc/cylc,2022-10-01,17877,3146.7619215476,0.1760229301083851,28875,4253.110808612005,0.14729388081773176
https://github.com/cylc/cylc,2022-11-01,18130,1235.1382978723404,0.06812676767084062,47005,5488.249106484345,0.11675883643196139
https://github.com/cylc/cylc,2022-12-01,3276,523.827072569008,0.1598983738000635,50281,6012.0761790533525,0.11956954275080751
https://github.com/cylc/cylc,2023-01-01,5603,1785.7163461251832,0.3187071829600541,55884,7797.792525178536,0.1395353325670771
https://github.com/cylc/cylc,2023-02-01,21067,3488.6487025948104,0.16559779287961315,76951,11286.441227773346,0.14667049457152403
https://github.com/cylc/cylc,2023-03-01,13856,1855.850541536093,0.1339384051339559,90807,13142.291769309439,0.1447277387129785
https://github.com/cylc/cylc,2023-04-01,17455,816.7382208000612,0.04679107538241542,108262,13959.0299901095,0.1289374848987595
https://github.com/cylc/cylc,2023-05-01,36078,774.7055141753671,0.02147307262529428,144340,14733.735504284869,0.10207659348957232
https://github.com/cylc/cylc,2023-06-01,31721,1054.713496216636,0.03324969251337083,176061,15788.449000501503,0.08967601570195274
https://github.com/cylc/cylc,2023-07-01,20976,772.3481138594798,0.03682056225493325,197037,16560.797114360983,0.08404917408588733
https://github.com/cylc/cylc,2023-08-01,2895,441.95104814919057,0.15266012025878775,199932,17002.748162510175,0.0850426553153581
https://github.com/cylc/cylc,2023-09-01,542,107.25925925925925,0.19789531228645618,200474,17110.007421769435,0.08534776291074869
https://github.com/cylc/cylc,2023-10-01,11587,3474.965703716823,0.29990210612900864,212061,20584.973125486256,0.0970709990308744
https://github.com/cylc/cylc,2023-11-01,24980,1388.9791782255136,0.05560365004905979,237041,21973.95230371177,0.09270106143541315
https://github.com/cylc/cylc,2023-12-01,11404,977.7979324836481,0.085741663669208,248445,22951.750236195418,0.09238161458751602
https://github.com/cylc/cylc,2024-01-01,34413,1429.5361354462243,0.041540584530445596,282858,24381.286371641643,0.08619620576982671
https://github.com/cylc/cylc,2024-02-01,29490,1781.3445380496617,0.06040503689554634,312348,26162.630909691303,0.08376116033940126
https://github.com/cylc/cylc,2024-03-01,67289,3174.8450231386673,0.0471822292371512,379637,29337.47593282997,0.07727770457787299
https://github.com/cylc/cylc,2024-04-01,121983,2160.3965398495734,0.017710636234963672,501620,31497.872472679544,0.06279229790016257
https://github.com/cylc/cylc,2024-05-01,51382,345.05555555555554,0.006715494833902058,553002,31842.9280282351,0.057581940080207845
https://github.com/cylc/cylc,2024-06-01,35999,3034.8807987420214,0.08430458620356181,589001,34877.808826977125,0.05921519458706713
https://github.com/cylc/cylc,2024-07-01,6628,1032.4084963358043,0.15576470976701937,595629,35910.21732331293,0.060289571735615506
https://github.com/cylc/cylc,2024-08-01,8410,1134.1897637030581,0.13486204086837789,604039,37044.407087015985,0.061327839902747976
