url,month,churn_sum,commit_count,dev_count,avg_interval_hours,churn_per_dev,eng_raw,engagement_score
https://github.com/AdaCore/gps,2022-09-01,480,7,3,3.079960317460318,160.0,-0.8759223167226996,0.0
https://github.com/AdaCore/gps,2022-10-01,2956,24,7,123.66539351851851,422.2857142857143,-0.6123786747407022,0.28370432592124256
https://github.com/AdaCore/gps,2022-11-01,4874,19,6,176.21850877192983,812.3333333333334,-0.6713111186752477,0.22026364051672137
https://github.com/AdaCore/gps,2022-12-01,6732,15,8,252.39568518518522,841.5,-0.6167608527092244,0.2789869180669812
https://github.com/AdaCore/gps,2023-01-01,7488,50,8,109.51413333333333,936.0,-0.4105905254901948,0.5009289587428566
https://github.com/AdaCore/gps,2023-02-01,16736,47,6,94.51955673758864,2789.3333333333335,-0.489623848050088,0.41584970836313284
https://github.com/AdaCore/gps,2023-03-01,7401,47,7,103.77797872340425,1057.2857142857142,-0.46500948492022304,0.4423470324769737
https://github.com/AdaCore/gps,2023-04-01,98945,68,8,85.73036356209151,12368.125,-0.20986005277669914,0.7170150043964443
https://github.com/AdaCore/gps,2023-05-01,9946,70,12,162.54732936507938,828.8333333333334,-0.136879758368968,0.7955781792648159
https://github.com/AdaCore/gps,2023-06-01,10340,38,8,144.43759502923976,1292.5,-0.47966737776080354,0.4265678333413453
https://github.com/AdaCore/gps,2023-07-01,12238,57,8,98.98487816764131,1529.75,-0.3629722971551682,0.5521899084275216
https://github.com/AdaCore/gps,2023-08-01,2680,20,5,269.27869444444445,536.0,-0.6930844980116722,0.1968246310941766
https://github.com/AdaCore/gps,2023-09-01,157458,80,12,266.3687951388889,13121.5,0.05301537615956594,1.0
https://github.com/AdaCore/gps,2023-10-01,10194,61,11,266.81178961748634,926.7272727272727,-0.21767505130940717,0.7086021704759474
https://github.com/AdaCore/gps,2023-11-01,5372,53,7,120.83470649895177,767.4285714285714,-0.42767500732025704,0.48253754028608875
https://github.com/AdaCore/gps,2023-12-01,37934,85,9,140.23315032679739,4214.888888888889,-0.12429645170306099,0.8091240895689441
https://github.com/AdaCore/gps,2024-01-01,18456,69,6,94.40967391304348,3076.0,-0.3492222339433889,0.5669918303617217
https://github.com/AdaCore/gps,2024-02-01,28324,45,7,121.50537654320989,4046.285714285714,-0.4534309489693961,0.4548113086491479
https://github.com/AdaCore/gps,2024-03-01,19252,35,5,121.88488095238097,3850.4,-0.5918021347850299,0.3058549395881597
https://github.com/AdaCore/gps,2024-04-01,14398,52,7,229.4706997863248,2056.8571428571427,-0.4131309596797665,0.4981941852386301
https://github.com/AdaCore/gps,2024-05-01,3908,58,9,198.65556513409962,434.22222222222223,-0.3193628700649533,0.5991353897276781
https://github.com/AdaCore/gps,2024-06-01,83012,107,8,118.62028816199376,10376.5,0.023178393337157634,0.9678805338064909
https://github.com/AdaCore/gps,2024-07-01,5972,56,9,252.3701140873016,663.5555555555555,-0.32450935011411286,0.5935952118571997
https://github.com/AdaCore/gps,2024-08-01,3636,60,11,531.1726481481481,330.54545454545456,-0.20211141912328595,0.7253563966262838
https://github.com/AdaCore/gps,2024-09-01,5346,58,9,139.4579837164751,594.0,-0.32414553135619834,0.5939868621914494
https://github.com/AdaCore/gps,2024-10-01,17121,51,11,417.75001089324616,1556.4545454545455,-0.2593084147709319,0.6637839186378218
https://github.com/AdaCore/gps,2024-11-01,8278,60,8,101.88338888888889,1034.75,-0.34769784622009736,0.5686328314051413
https://github.com/AdaCore/gps,2024-12-01,5749,51,5,39.047935729847495,1149.8,-0.5177272770792667,0.3855964101661562
https://github.com/AdaCore/gps,2025-01-01,6852,53,7,194.78831236897273,978.8571428571429,-0.4184704995993006,0.49244617871413776
https://github.com/AdaCore/gps,2025-02-01,13856,87,10,110.65128671775223,1385.6,-0.10211299295708468,0.8330045488461929
https://github.com/AdaCore/langkit,2022-10-01,733,23,5,9.193381642512076,146.6,-0.7036290378417318,0.10651463571335516
https://github.com/AdaCore/langkit,2022-11-01,2606,28,3,78.81633928571429,868.6666666666666,-0.7318515936691812,0.0921603934018203
https://github.com/AdaCore/langkit,2022-12-01,494,5,2,105.18705555555555,247.0,-0.9130525091485336,0.0
https://github.com/AdaCore/langkit,2023-01-01,2811,17,6,246.4903431372549,468.5,-0.6790783684143864,0.1190013240212849
https://github.com/AdaCore/langkit,2023-02-01,1353,16,5,252.02828125,270.6,-0.72179574052153,0.0972748895379288
https://github.com/AdaCore/langkit,2023-03-01,26717,23,3,107.93218599033817,8905.666666666666,-0.7130426526255084,0.10172678770767057
https://github.com/AdaCore/langkit,2023-04-01,17803,37,3,52.04500750750751,5934.333333333333,-0.6482131637100101,0.13469964099975051
https://github.com/AdaCore/langkit,2023-05-01,8679,61,4,75.84342896174863,2169.75,-0.4805760653065134,0.2199613566855433
https://github.com/AdaCore/langkit,2023-06-01,18079,76,7,126.41623172514619,2582.714285714286,-0.2688617889541102,0.3276411161713198
https://github.com/AdaCore/langkit,2023-07-01,5594,42,4,65.70455687830687,1398.5,-0.6059777352395859,0.15618095467320312
https://github.com/AdaCore/langkit,2023-08-01,1812,22,2,47.39150252525253,906.0,-0.8084645546516118,0.05319436166218668
https://github.com/AdaCore/langkit,2023-09-01,2634,33,3,164.07473063973063,878.0,-0.6915550615305285,0.11265556719717844
https://github.com/AdaCore/langkit,2023-10-01,10186,64,2,28.082764756944446,5093.0,-0.5233109181770822,0.198226031330803
https://github.com/AdaCore/langkit,2023-11-01,6478,26,3,256.4116666666667,2159.3333333333335,-0.7185321060327419,0.09893480299703454
